,Medium,Language,Subject,Unit,Non_word,Picture set,Picture orientation,Meaning
0,Mu,H,0,Ml,B,1,L,1
1,Mu,H,0,Ml,B,1,L,10
2,Mu,H,0,Ml,B,1,L,11
3,Mu,H,0,Ml,B,1,L,12
4,Mu,H,0,Ml,B,1,L,2
5,Mu,H,0,Ml,B,1,L,3
6,Mu,H,0,Ml,B,1,L,4
7,Mu,H,0,Ml,B,1,L,5
8,Mu,H,0,Ml,B,1,L,6
9,Mu,H,0,Ml,B,1,L,7
10,Mu,H,0,Ml,B,1,L,8
11,Mu,H,0,Ml,B,1,L,9
12,Mu,H,0,Ml,B,2,R,1
13,Mu,H,0,Ml,B,2,R,10
14,Mu,H,0,Ml,B,2,R,11
15,Mu,H,0,Ml,B,2,R,12
16,Mu,H,0,Ml,B,2,R,2
17,Mu,H,0,Ml,B,2,R,3
18,Mu,H,0,Ml,B,2,R,4
19,Mu,H,0,Ml,B,2,R,5
20,Mu,H,0,Ml,B,2,R,6
21,Mu,H,0,Ml,B,2,R,7
22,Mu,H,0,Ml,B,2,R,8
23,Mu,H,0,Ml,B,2,R,9
24,Mu,H,0,Ml,T,1,L,1
25,Mu,H,0,Ml,T,1,L,10
26,Mu,H,0,Ml,T,1,L,11
27,Mu,H,0,Ml,T,1,L,12
28,Mu,H,0,Ml,T,1,L,2
29,Mu,H,0,Ml,T,1,L,3
30,Mu,H,0,Ml,T,1,L,4
31,Mu,H,0,Ml,T,1,L,5
32,Mu,H,0,Ml,T,1,L,6
33,Mu,H,0,Ml,T,1,L,7
34,Mu,H,0,Ml,T,1,L,8
35,Mu,H,0,Ml,T,1,L,9
36,Mu,H,0,Ml,T,2,R,1
37,Mu,H,0,Ml,T,2,R,10
38,Mu,H,0,Ml,T,2,R,11
39,Mu,H,0,Ml,T,2,R,12
40,Mu,H,0,Ml,T,2,R,2
41,Mu,H,0,Ml,T,2,R,3
42,Mu,H,0,Ml,T,2,R,4
43,Mu,H,0,Ml,T,2,R,5
44,Mu,H,0,Ml,T,2,R,6
45,Mu,H,0,Ml,T,2,R,7
46,Mu,H,0,Ml,T,2,R,8
47,Mu,H,0,Ml,T,2,R,9
48,Mu,H,0,Sn,B,1,L,10
49,Mu,H,0,Sn,B,1,L,11
50,Mu,H,0,Sn,B,1,L,12
51,Mu,H,0,Sn,B,1,L,9
52,Mu,H,0,Sn,B,1,R,1
53,Mu,H,0,Sn,B,1,R,2
54,Mu,H,0,Sn,B,1,R,3
55,Mu,H,0,Sn,B,1,R,4
56,Mu,H,0,Sn,B,1,R,5
57,Mu,H,0,Sn,B,1,R,6
58,Mu,H,0,Sn,B,1,R,7
59,Mu,H,0,Sn,B,1,R,8
60,Mu,H,0,Sn,B,2,L,1
61,Mu,H,0,Sn,B,2,L,2
62,Mu,H,0,Sn,B,2,L,3
63,Mu,H,0,Sn,B,2,L,4
64,Mu,H,0,Sn,B,2,L,5
65,Mu,H,0,Sn,B,2,L,6
66,Mu,H,0,Sn,B,2,L,7
67,Mu,H,0,Sn,B,2,L,8
68,Mu,H,0,Sn,B,2,R,10
69,Mu,H,0,Sn,B,2,R,11
70,Mu,H,0,Sn,B,2,R,12
71,Mu,H,0,Sn,B,2,R,9
72,Mu,H,0,Sn,T,1,L,10
73,Mu,H,0,Sn,T,1,L,11
74,Mu,H,0,Sn,T,1,L,12
75,Mu,H,0,Sn,T,1,L,9
76,Mu,H,0,Sn,T,1,R,1
77,Mu,H,0,Sn,T,1,R,2
78,Mu,H,0,Sn,T,1,R,3
79,Mu,H,0,Sn,T,1,R,4
80,Mu,H,0,Sn,T,1,R,5
81,Mu,H,0,Sn,T,1,R,6
82,Mu,H,0,Sn,T,1,R,7
83,Mu,H,0,Sn,T,1,R,8
84,Mu,H,0,Sn,T,2,L,1
85,Mu,H,0,Sn,T,2,L,2
86,Mu,H,0,Sn,T,2,L,3
87,Mu,H,0,Sn,T,2,L,4
88,Mu,H,0,Sn,T,2,L,5
89,Mu,H,0,Sn,T,2,L,6
90,Mu,H,0,Sn,T,2,L,7
91,Mu,H,0,Sn,T,2,L,8
92,Mu,H,0,Sn,T,2,R,10
93,Mu,H,0,Sn,T,2,R,11
94,Mu,H,0,Sn,T,2,R,12
95,Mu,H,0,Sn,T,2,R,9
96,Mu,H,1,Ml,B,1,L,1
97,Mu,H,1,Ml,B,1,L,2
98,Mu,H,1,Ml,B,1,L,3
99,Mu,H,1,Ml,B,1,L,4
100,Mu,H,1,Ml,B,1,R,10
101,Mu,H,1,Ml,B,1,R,11
102,Mu,H,1,Ml,B,1,R,12
103,Mu,H,1,Ml,B,1,R,5
104,Mu,H,1,Ml,B,1,R,6
105,Mu,H,1,Ml,B,1,R,7
106,Mu,H,1,Ml,B,1,R,8
107,Mu,H,1,Ml,B,1,R,9
108,Mu,H,1,Ml,B,2,L,10
109,Mu,H,1,Ml,B,2,L,11
110,Mu,H,1,Ml,B,2,L,12
111,Mu,H,1,Ml,B,2,L,5
112,Mu,H,1,Ml,B,2,L,6
113,Mu,H,1,Ml,B,2,L,7
114,Mu,H,1,Ml,B,2,L,8
115,Mu,H,1,Ml,B,2,L,9
116,Mu,H,1,Ml,B,2,R,1
117,Mu,H,1,Ml,B,2,R,2
118,Mu,H,1,Ml,B,2,R,3
119,Mu,H,1,Ml,B,2,R,4
120,Mu,H,1,Ml,T,1,L,1
121,Mu,H,1,Ml,T,1,L,2
122,Mu,H,1,Ml,T,1,L,3
123,Mu,H,1,Ml,T,1,L,4
124,Mu,H,1,Ml,T,1,R,10
125,Mu,H,1,Ml,T,1,R,11
126,Mu,H,1,Ml,T,1,R,12
127,Mu,H,1,Ml,T,1,R,5
128,Mu,H,1,Ml,T,1,R,6
129,Mu,H,1,Ml,T,1,R,7
130,Mu,H,1,Ml,T,1,R,8
131,Mu,H,1,Ml,T,1,R,9
132,Mu,H,1,Ml,T,2,L,10
133,Mu,H,1,Ml,T,2,L,11
134,Mu,H,1,Ml,T,2,L,12
135,Mu,H,1,Ml,T,2,L,5
136,Mu,H,1,Ml,T,2,L,6
137,Mu,H,1,Ml,T,2,L,7
138,Mu,H,1,Ml,T,2,L,8
139,Mu,H,1,Ml,T,2,L,9
140,Mu,H,1,Ml,T,2,R,1
141,Mu,H,1,Ml,T,2,R,2
142,Mu,H,1,Ml,T,2,R,3
143,Mu,H,1,Ml,T,2,R,4
144,Mu,H,1,Sn,B,1,L,10
145,Mu,H,1,Sn,B,1,L,11
146,Mu,H,1,Sn,B,1,L,12
147,Mu,H,1,Sn,B,1,L,5
148,Mu,H,1,Sn,B,1,L,6
149,Mu,H,1,Sn,B,1,L,7
150,Mu,H,1,Sn,B,1,L,8
151,Mu,H,1,Sn,B,1,L,9
152,Mu,H,1,Sn,B,1,R,1
153,Mu,H,1,Sn,B,1,R,2
154,Mu,H,1,Sn,B,1,R,3
155,Mu,H,1,Sn,B,1,R,4
156,Mu,H,1,Sn,B,2,L,1
157,Mu,H,1,Sn,B,2,L,2
158,Mu,H,1,Sn,B,2,L,3
159,Mu,H,1,Sn,B,2,L,4
160,Mu,H,1,Sn,B,2,R,10
161,Mu,H,1,Sn,B,2,R,11
162,Mu,H,1,Sn,B,2,R,12
163,Mu,H,1,Sn,B,2,R,5
164,Mu,H,1,Sn,B,2,R,6
165,Mu,H,1,Sn,B,2,R,7
166,Mu,H,1,Sn,B,2,R,8
167,Mu,H,1,Sn,B,2,R,9
168,Mu,H,1,Sn,T,1,L,10
169,Mu,H,1,Sn,T,1,L,11
170,Mu,H,1,Sn,T,1,L,12
171,Mu,H,1,Sn,T,1,L,5
172,Mu,H,1,Sn,T,1,L,6
173,Mu,H,1,Sn,T,1,L,7
174,Mu,H,1,Sn,T,1,L,8
175,Mu,H,1,Sn,T,1,L,9
176,Mu,H,1,Sn,T,1,R,1
177,Mu,H,1,Sn,T,1,R,2
178,Mu,H,1,Sn,T,1,R,3
179,Mu,H,1,Sn,T,1,R,4
180,Mu,H,1,Sn,T,2,L,1
181,Mu,H,1,Sn,T,2,L,2
182,Mu,H,1,Sn,T,2,L,3
183,Mu,H,1,Sn,T,2,L,4
184,Mu,H,1,Sn,T,2,R,10
185,Mu,H,1,Sn,T,2,R,11
186,Mu,H,1,Sn,T,2,R,12
187,Mu,H,1,Sn,T,2,R,5
188,Mu,H,1,Sn,T,2,R,6
189,Mu,H,1,Sn,T,2,R,7
190,Mu,H,1,Sn,T,2,R,8
191,Mu,H,1,Sn,T,2,R,9
192,Mu,H,2,Ml,B,1,L,1
193,Mu,H,2,Ml,B,1,L,2
194,Mu,H,2,Ml,B,1,L,3
195,Mu,H,2,Ml,B,1,L,4
196,Mu,H,2,Ml,B,1,L,5
197,Mu,H,2,Ml,B,1,L,6
198,Mu,H,2,Ml,B,1,L,7
199,Mu,H,2,Ml,B,1,L,8
200,Mu,H,2,Ml,B,1,R,10
201,Mu,H,2,Ml,B,1,R,11
202,Mu,H,2,Ml,B,1,R,12
203,Mu,H,2,Ml,B,1,R,9
204,Mu,H,2,Ml,B,2,L,10
205,Mu,H,2,Ml,B,2,L,11
206,Mu,H,2,Ml,B,2,L,12
207,Mu,H,2,Ml,B,2,L,9
208,Mu,H,2,Ml,B,2,R,1
209,Mu,H,2,Ml,B,2,R,2
210,Mu,H,2,Ml,B,2,R,3
211,Mu,H,2,Ml,B,2,R,4
212,Mu,H,2,Ml,B,2,R,5
213,Mu,H,2,Ml,B,2,R,6
214,Mu,H,2,Ml,B,2,R,7
215,Mu,H,2,Ml,B,2,R,8
216,Mu,H,2,Ml,T,1,L,1
217,Mu,H,2,Ml,T,1,L,2
218,Mu,H,2,Ml,T,1,L,3
219,Mu,H,2,Ml,T,1,L,4
220,Mu,H,2,Ml,T,1,L,5
221,Mu,H,2,Ml,T,1,L,6
222,Mu,H,2,Ml,T,1,L,7
223,Mu,H,2,Ml,T,1,L,8
224,Mu,H,2,Ml,T,1,R,10
225,Mu,H,2,Ml,T,1,R,11
226,Mu,H,2,Ml,T,1,R,12
227,Mu,H,2,Ml,T,1,R,9
228,Mu,H,2,Ml,T,2,L,10
229,Mu,H,2,Ml,T,2,L,11
230,Mu,H,2,Ml,T,2,L,12
231,Mu,H,2,Ml,T,2,L,9
232,Mu,H,2,Ml,T,2,R,1
233,Mu,H,2,Ml,T,2,R,2
234,Mu,H,2,Ml,T,2,R,3
235,Mu,H,2,Ml,T,2,R,4
236,Mu,H,2,Ml,T,2,R,5
237,Mu,H,2,Ml,T,2,R,6
238,Mu,H,2,Ml,T,2,R,7
239,Mu,H,2,Ml,T,2,R,8
240,Mu,H,2,Sn,B,1,L,1
241,Mu,H,2,Sn,B,1,L,2
242,Mu,H,2,Sn,B,1,L,3
243,Mu,H,2,Sn,B,1,L,4
244,Mu,H,2,Sn,B,1,R,10
245,Mu,H,2,Sn,B,1,R,11
246,Mu,H,2,Sn,B,1,R,12
247,Mu,H,2,Sn,B,1,R,5
248,Mu,H,2,Sn,B,1,R,6
249,Mu,H,2,Sn,B,1,R,7
250,Mu,H,2,Sn,B,1,R,8
251,Mu,H,2,Sn,B,1,R,9
252,Mu,H,2,Sn,B,2,L,10
253,Mu,H,2,Sn,B,2,L,11
254,Mu,H,2,Sn,B,2,L,12
255,Mu,H,2,Sn,B,2,L,5
256,Mu,H,2,Sn,B,2,L,6
257,Mu,H,2,Sn,B,2,L,7
258,Mu,H,2,Sn,B,2,L,8
259,Mu,H,2,Sn,B,2,L,9
260,Mu,H,2,Sn,B,2,R,1
261,Mu,H,2,Sn,B,2,R,2
262,Mu,H,2,Sn,B,2,R,3
263,Mu,H,2,Sn,B,2,R,4
264,Mu,H,2,Sn,T,1,L,1
265,Mu,H,2,Sn,T,1,L,2
266,Mu,H,2,Sn,T,1,L,3
267,Mu,H,2,Sn,T,1,L,4
268,Mu,H,2,Sn,T,1,R,10
269,Mu,H,2,Sn,T,1,R,11
270,Mu,H,2,Sn,T,1,R,12
271,Mu,H,2,Sn,T,1,R,5
272,Mu,H,2,Sn,T,1,R,6
273,Mu,H,2,Sn,T,1,R,7
274,Mu,H,2,Sn,T,1,R,8
275,Mu,H,2,Sn,T,1,R,9
276,Mu,H,2,Sn,T,2,L,10
277,Mu,H,2,Sn,T,2,L,11
278,Mu,H,2,Sn,T,2,L,12
279,Mu,H,2,Sn,T,2,L,5
280,Mu,H,2,Sn,T,2,L,6
281,Mu,H,2,Sn,T,2,L,7
282,Mu,H,2,Sn,T,2,L,8
283,Mu,H,2,Sn,T,2,L,9
284,Mu,H,2,Sn,T,2,R,1
285,Mu,H,2,Sn,T,2,R,2
286,Mu,H,2,Sn,T,2,R,3
287,Mu,H,2,Sn,T,2,R,4
288,Mu,H,3,Ml,B,1,L,5
289,Mu,H,3,Ml,B,1,L,6
290,Mu,H,3,Ml,B,1,L,7
291,Mu,H,3,Ml,B,1,L,8
292,Mu,H,3,Ml,B,1,R,1
293,Mu,H,3,Ml,B,1,R,10
294,Mu,H,3,Ml,B,1,R,11
295,Mu,H,3,Ml,B,1,R,12
296,Mu,H,3,Ml,B,1,R,2
297,Mu,H,3,Ml,B,1,R,3
298,Mu,H,3,Ml,B,1,R,4
299,Mu,H,3,Ml,B,1,R,9
300,Mu,H,3,Ml,B,2,L,1
301,Mu,H,3,Ml,B,2,L,10
302,Mu,H,3,Ml,B,2,L,11
303,Mu,H,3,Ml,B,2,L,12
304,Mu,H,3,Ml,B,2,L,2
305,Mu,H,3,Ml,B,2,L,3
306,Mu,H,3,Ml,B,2,L,4
307,Mu,H,3,Ml,B,2,L,9
308,Mu,H,3,Ml,B,2,R,5
309,Mu,H,3,Ml,B,2,R,6
310,Mu,H,3,Ml,B,2,R,7
311,Mu,H,3,Ml,B,2,R,8
312,Mu,H,3,Ml,T,1,L,5
313,Mu,H,3,Ml,T,1,L,6
314,Mu,H,3,Ml,T,1,L,7
315,Mu,H,3,Ml,T,1,L,8
316,Mu,H,3,Ml,T,1,R,1
317,Mu,H,3,Ml,T,1,R,10
318,Mu,H,3,Ml,T,1,R,11
319,Mu,H,3,Ml,T,1,R,12
320,Mu,H,3,Ml,T,1,R,2
321,Mu,H,3,Ml,T,1,R,3
322,Mu,H,3,Ml,T,1,R,4
323,Mu,H,3,Ml,T,1,R,9
324,Mu,H,3,Ml,T,2,L,1
325,Mu,H,3,Ml,T,2,L,10
326,Mu,H,3,Ml,T,2,L,11
327,Mu,H,3,Ml,T,2,L,12
328,Mu,H,3,Ml,T,2,L,2
329,Mu,H,3,Ml,T,2,L,3
330,Mu,H,3,Ml,T,2,L,4
331,Mu,H,3,Ml,T,2,L,9
332,Mu,H,3,Ml,T,2,R,5
333,Mu,H,3,Ml,T,2,R,6
334,Mu,H,3,Ml,T,2,R,7
335,Mu,H,3,Ml,T,2,R,8
336,Mu,H,3,Sn,B,1,L,1
337,Mu,H,3,Sn,B,1,L,2
338,Mu,H,3,Sn,B,1,L,3
339,Mu,H,3,Sn,B,1,L,4
340,Mu,H,3,Sn,B,1,L,5
341,Mu,H,3,Sn,B,1,L,6
342,Mu,H,3,Sn,B,1,L,7
343,Mu,H,3,Sn,B,1,L,8
344,Mu,H,3,Sn,B,1,R,10
345,Mu,H,3,Sn,B,1,R,11
346,Mu,H,3,Sn,B,1,R,12
347,Mu,H,3,Sn,B,1,R,9
348,Mu,H,3,Sn,B,2,L,10
349,Mu,H,3,Sn,B,2,L,11
350,Mu,H,3,Sn,B,2,L,12
351,Mu,H,3,Sn,B,2,L,9
352,Mu,H,3,Sn,B,2,R,1
353,Mu,H,3,Sn,B,2,R,2
354,Mu,H,3,Sn,B,2,R,3
355,Mu,H,3,Sn,B,2,R,4
356,Mu,H,3,Sn,B,2,R,5
357,Mu,H,3,Sn,B,2,R,6
358,Mu,H,3,Sn,B,2,R,7
359,Mu,H,3,Sn,B,2,R,8
360,Mu,H,3,Sn,T,1,L,1
361,Mu,H,3,Sn,T,1,L,2
362,Mu,H,3,Sn,T,1,L,3
363,Mu,H,3,Sn,T,1,L,4
364,Mu,H,3,Sn,T,1,L,5
365,Mu,H,3,Sn,T,1,L,6
366,Mu,H,3,Sn,T,1,L,7
367,Mu,H,3,Sn,T,1,L,8
368,Mu,H,3,Sn,T,1,R,10
369,Mu,H,3,Sn,T,1,R,11
370,Mu,H,3,Sn,T,1,R,12
371,Mu,H,3,Sn,T,1,R,9
372,Mu,H,3,Sn,T,2,L,10
373,Mu,H,3,Sn,T,2,L,11
374,Mu,H,3,Sn,T,2,L,12
375,Mu,H,3,Sn,T,2,L,9
376,Mu,H,3,Sn,T,2,R,1
377,Mu,H,3,Sn,T,2,R,2
378,Mu,H,3,Sn,T,2,R,3
379,Mu,H,3,Sn,T,2,R,4
380,Mu,H,3,Sn,T,2,R,5
381,Mu,H,3,Sn,T,2,R,6
382,Mu,H,3,Sn,T,2,R,7
383,Mu,H,3,Sn,T,2,R,8
384,Mu,H,4,Ml,B,1,L,5
385,Mu,H,4,Ml,B,1,L,6
386,Mu,H,4,Ml,B,1,L,7
387,Mu,H,4,Ml,B,1,L,8
388,Mu,H,4,Ml,B,1,R,1
389,Mu,H,4,Ml,B,1,R,10
390,Mu,H,4,Ml,B,1,R,11
391,Mu,H,4,Ml,B,1,R,12
392,Mu,H,4,Ml,B,1,R,2
393,Mu,H,4,Ml,B,1,R,3
394,Mu,H,4,Ml,B,1,R,4
395,Mu,H,4,Ml,B,1,R,9
396,Mu,H,4,Ml,B,2,L,1
397,Mu,H,4,Ml,B,2,L,10
398,Mu,H,4,Ml,B,2,L,11
399,Mu,H,4,Ml,B,2,L,12
400,Mu,H,4,Ml,B,2,L,2
401,Mu,H,4,Ml,B,2,L,3
402,Mu,H,4,Ml,B,2,L,4
403,Mu,H,4,Ml,B,2,L,9
404,Mu,H,4,Ml,B,2,R,5
405,Mu,H,4,Ml,B,2,R,6
406,Mu,H,4,Ml,B,2,R,7
407,Mu,H,4,Ml,B,2,R,8
408,Mu,H,4,Ml,T,1,L,5
409,Mu,H,4,Ml,T,1,L,6
410,Mu,H,4,Ml,T,1,L,7
411,Mu,H,4,Ml,T,1,L,8
412,Mu,H,4,Ml,T,1,R,1
413,Mu,H,4,Ml,T,1,R,10
414,Mu,H,4,Ml,T,1,R,11
415,Mu,H,4,Ml,T,1,R,12
416,Mu,H,4,Ml,T,1,R,2
417,Mu,H,4,Ml,T,1,R,3
418,Mu,H,4,Ml,T,1,R,4
419,Mu,H,4,Ml,T,1,R,9
420,Mu,H,4,Ml,T,2,L,1
421,Mu,H,4,Ml,T,2,L,10
422,Mu,H,4,Ml,T,2,L,11
423,Mu,H,4,Ml,T,2,L,12
424,Mu,H,4,Ml,T,2,L,2
425,Mu,H,4,Ml,T,2,L,3
426,Mu,H,4,Ml,T,2,L,4
427,Mu,H,4,Ml,T,2,L,9
428,Mu,H,4,Ml,T,2,R,5
429,Mu,H,4,Ml,T,2,R,6
430,Mu,H,4,Ml,T,2,R,7
431,Mu,H,4,Ml,T,2,R,8
432,Mu,H,4,Sn,B,1,L,10
433,Mu,H,4,Sn,B,1,L,11
434,Mu,H,4,Sn,B,1,L,12
435,Mu,H,4,Sn,B,1,L,5
436,Mu,H,4,Sn,B,1,L,6
437,Mu,H,4,Sn,B,1,L,7
438,Mu,H,4,Sn,B,1,L,8
439,Mu,H,4,Sn,B,1,L,9
440,Mu,H,4,Sn,B,1,R,1
441,Mu,H,4,Sn,B,1,R,2
442,Mu,H,4,Sn,B,1,R,3
443,Mu,H,4,Sn,B,1,R,4
444,Mu,H,4,Sn,B,2,L,1
445,Mu,H,4,Sn,B,2,L,2
446,Mu,H,4,Sn,B,2,L,3
447,Mu,H,4,Sn,B,2,L,4
448,Mu,H,4,Sn,B,2,R,10
449,Mu,H,4,Sn,B,2,R,11
450,Mu,H,4,Sn,B,2,R,12
451,Mu,H,4,Sn,B,2,R,5
452,Mu,H,4,Sn,B,2,R,6
453,Mu,H,4,Sn,B,2,R,7
454,Mu,H,4,Sn,B,2,R,8
455,Mu,H,4,Sn,B,2,R,9
456,Mu,H,4,Sn,T,1,L,10
457,Mu,H,4,Sn,T,1,L,11
458,Mu,H,4,Sn,T,1,L,12
459,Mu,H,4,Sn,T,1,L,5
460,Mu,H,4,Sn,T,1,L,6
461,Mu,H,4,Sn,T,1,L,7
462,Mu,H,4,Sn,T,1,L,8
463,Mu,H,4,Sn,T,1,L,9
464,Mu,H,4,Sn,T,1,R,1
465,Mu,H,4,Sn,T,1,R,2
466,Mu,H,4,Sn,T,1,R,3
467,Mu,H,4,Sn,T,1,R,4
468,Mu,H,4,Sn,T,2,L,1
469,Mu,H,4,Sn,T,2,L,2
470,Mu,H,4,Sn,T,2,L,3
471,Mu,H,4,Sn,T,2,L,4
472,Mu,H,4,Sn,T,2,R,10
473,Mu,H,4,Sn,T,2,R,11
474,Mu,H,4,Sn,T,2,R,12
475,Mu,H,4,Sn,T,2,R,5
476,Mu,H,4,Sn,T,2,R,6
477,Mu,H,4,Sn,T,2,R,7
478,Mu,H,4,Sn,T,2,R,8
479,Mu,H,4,Sn,T,2,R,9
480,Mu,H,5,Ml,B,2,R,1
481,Mu,H,5,Ml,B,2,R,10
482,Mu,H,5,Ml,B,2,R,11
483,Mu,H,5,Ml,B,2,R,12
484,Mu,H,5,Ml,B,2,R,2
485,Mu,H,5,Ml,B,2,R,3
486,Mu,H,5,Ml,B,2,R,4
487,Mu,H,5,Ml,B,2,R,5
488,Mu,H,5,Ml,B,2,R,6
489,Mu,H,5,Ml,B,2,R,7
490,Mu,H,5,Ml,B,2,R,8
491,Mu,H,5,Ml,B,2,R,9
492,Mu,H,5,Ml,T,2,R,1
493,Mu,H,5,Ml,T,2,R,10
494,Mu,H,5,Ml,T,2,R,11
495,Mu,H,5,Ml,T,2,R,12
496,Mu,H,5,Ml,T,2,R,2
497,Mu,H,5,Ml,T,2,R,3
498,Mu,H,5,Ml,T,2,R,4
499,Mu,H,5,Ml,T,2,R,5
500,Mu,H,5,Ml,T,2,R,6
501,Mu,H,5,Ml,T,2,R,7
502,Mu,H,5,Ml,T,2,R,8
503,Mu,H,5,Ml,T,2,R,9
504,Mu,H,5,Sn,B,2,L,10
