,Medium,Language,Subject,Unit,Non_word,Picture set,Picture orientation,Meaning
1485,Sp,H,4,Sn,T,2,R,7
1486,Sp,H,4,Sn,T,2,R,8
1487,Sp,H,4,Sn,T,2,R,9
1488,Sp,H,5,Ml,B,1,L,1
1489,Sp,H,5,Ml,B,1,L,10
1490,Sp,H,5,Ml,B,1,L,11
1491,Sp,H,5,Ml,B,1,L,12
1492,Sp,H,5,Ml,B,1,L,2
1493,Sp,H,5,Ml,B,1,L,3
1494,Sp,H,5,Ml,B,1,L,4
1495,Sp,H,5,Ml,B,1,L,5
1496,Sp,H,5,Ml,B,1,L,6
1497,Sp,H,5,Ml,B,1,L,7
1498,Sp,H,5,Ml,B,1,L,8
1499,Sp,H,5,Ml,B,1,L,9
1500,Sp,H,5,Ml,B,2,R,1
1501,Sp,H,5,Ml,B,2,R,10
1502,Sp,H,5,Ml,B,2,R,11
1503,Sp,H,5,Ml,B,2,R,12
1504,Sp,H,5,Ml,B,2,R,2
1505,Sp,H,5,Ml,B,2,R,3
1506,Sp,H,5,Ml,B,2,R,4
1507,Sp,H,5,Ml,B,2,R,5
1508,Sp,H,5,Ml,B,2,R,6
1509,Sp,H,5,Ml,B,2,R,7
1510,Sp,H,5,Ml,B,2,R,8
1511,Sp,H,5,Ml,B,2,R,9
1512,Sp,H,5,Ml,T,1,L,1
1513,Sp,H,5,Ml,T,1,L,10
1514,Sp,H,5,Ml,T,1,L,11
1515,Sp,H,5,Ml,T,1,L,12
1516,Sp,H,5,Ml,T,1,L,2
1517,Sp,H,5,Ml,T,1,L,3
1518,Sp,H,5,Ml,T,1,L,4
1519,Sp,H,5,Ml,T,1,L,5
1520,Sp,H,5,Ml,T,1,L,6
1521,Sp,H,5,Ml,T,1,L,7
1522,Sp,H,5,Ml,T,1,L,8
1523,Sp,H,5,Ml,T,1,L,9
1524,Sp,H,5,Ml,T,2,R,1
1525,Sp,H,5,Ml,T,2,R,10
1526,Sp,H,5,Ml,T,2,R,11
1527,Sp,H,5,Ml,T,2,R,12
1528,Sp,H,5,Ml,T,2,R,2
1529,Sp,H,5,Ml,T,2,R,3
1530,Sp,H,5,Ml,T,2,R,4
1531,Sp,H,5,Ml,T,2,R,5
1532,Sp,H,5,Ml,T,2,R,6
1533,Sp,H,5,Ml,T,2,R,7
1534,Sp,H,5,Ml,T,2,R,8
1535,Sp,H,5,Ml,T,2,R,9
1536,Sp,H,5,Sn,B,1,L,1
1537,Sp,H,5,Sn,B,1,L,2
1538,Sp,H,5,Sn,B,1,L,3
1539,Sp,H,5,Sn,B,1,L,4
1540,Sp,H,5,Sn,B,1,L,5
1541,Sp,H,5,Sn,B,1,L,6
1542,Sp,H,5,Sn,B,1,L,7
1543,Sp,H,5,Sn,B,1,L,8
1544,Sp,H,5,Sn,B,1,R,10
1545,Sp,H,5,Sn,B,1,R,11
1546,Sp,H,5,Sn,B,1,R,12
1547,Sp,H,5,Sn,B,1,R,9
1548,Sp,H,5,Sn,B,2,L,10
1549,Sp,H,5,Sn,B,2,L,11
1550,Sp,H,5,Sn,B,2,L,12
1551,Sp,H,5,Sn,B,2,L,9
1552,Sp,H,5,Sn,B,2,R,1
1553,Sp,H,5,Sn,B,2,R,2
1554,Sp,H,5,Sn,B,2,R,3
1555,Sp,H,5,Sn,B,2,R,4
1556,Sp,H,5,Sn,B,2,R,5
1557,Sp,H,5,Sn,B,2,R,6
1558,Sp,H,5,Sn,B,2,R,7
1559,Sp,H,5,Sn,B,2,R,8
1560,Sp,H,5,Sn,T,1,L,1
1561,Sp,H,5,Sn,T,1,L,2
1562,Sp,H,5,Sn,T,1,L,3
1563,Sp,H,5,Sn,T,1,L,4
1564,Sp,H,5,Sn,T,1,L,5
1565,Sp,H,5,Sn,T,1,L,6
1566,Sp,H,5,Sn,T,1,L,7
1567,Sp,H,5,Sn,T,1,L,8
1568,Sp,H,5,Sn,T,1,R,10
1569,Sp,H,5,Sn,T,1,R,11
1570,Sp,H,5,Sn,T,1,R,12
1571,Sp,H,5,Sn,T,1,R,9
1572,Sp,H,5,Sn,T,2,L,10
1573,Sp,H,5,Sn,T,2,L,11
1574,Sp,H,5,Sn,T,2,L,12
1575,Sp,H,5,Sn,T,2,L,9
1576,Sp,H,5,Sn,T,2,R,1
1577,Sp,H,5,Sn,T,2,R,2
1578,Sp,H,5,Sn,T,2,R,3
1579,Sp,H,5,Sn,T,2,R,4
1580,Sp,H,5,Sn,T,2,R,5
1581,Sp,H,5,Sn,T,2,R,6
1582,Sp,H,5,Sn,T,2,R,7
1583,Sp,H,5,Sn,T,2,R,8
1584,Sp,H,6,Ml,B,1,L,10
1585,Sp,H,6,Ml,B,1,L,11
1586,Sp,H,6,Ml,B,1,L,12
1587,Sp,H,6,Ml,B,1,L,9
1588,Sp,H,6,Ml,B,1,R,1
1589,Sp,H,6,Ml,B,1,R,2
1590,Sp,H,6,Ml,B,1,R,3
1591,Sp,H,6,Ml,B,1,R,4
1592,Sp,H,6,Ml,B,1,R,5
1593,Sp,H,6,Ml,B,1,R,6
1594,Sp,H,6,Ml,B,1,R,7
1595,Sp,H,6,Ml,B,1,R,8
1596,Sp,H,6,Ml,B,2,L,1
1597,Sp,H,6,Ml,B,2,L,2
1598,Sp,H,6,Ml,B,2,L,3
1599,Sp,H,6,Ml,B,2,L,4
1600,Sp,H,6,Ml,B,2,L,5
1601,Sp,H,6,Ml,B,2,L,6
1602,Sp,H,6,Ml,B,2,L,7
1603,Sp,H,6,Ml,B,2,L,8
1604,Sp,H,6,Ml,B,2,R,10
1605,Sp,H,6,Ml,B,2,R,11
1606,Sp,H,6,Ml,B,2,R,12
1607,Sp,H,6,Ml,B,2,R,9
1608,Sp,H,6,Ml,T,1,L,10
1609,Sp,H,6,Ml,T,1,L,11
1610,Sp,H,6,Ml,T,1,L,12
1611,Sp,H,6,Ml,T,1,L,9
1612,Sp,H,6,Ml,T,1,R,1
1613,Sp,H,6,Ml,T,1,R,2
1614,Sp,H,6,Ml,T,1,R,3
1615,Sp,H,6,Ml,T,1,R,4
1616,Sp,H,6,Ml,T,1,R,5
1617,Sp,H,6,Ml,T,1,R,6
1618,Sp,H,6,Ml,T,1,R,7
1619,Sp,H,6,Ml,T,1,R,8
1620,Sp,H,6,Ml,T,2,L,1
1621,Sp,H,6,Ml,T,2,L,2
1622,Sp,H,6,Ml,T,2,L,3
1623,Sp,H,6,Ml,T,2,L,4
1624,Sp,H,6,Ml,T,2,L,5
1625,Sp,H,6,Ml,T,2,L,6
1626,Sp,H,6,Ml,T,2,L,7
1627,Sp,H,6,Ml,T,2,L,8
1628,Sp,H,6,Ml,T,2,R,10
1629,Sp,H,6,Ml,T,2,R,11
1630,Sp,H,6,Ml,T,2,R,12
1631,Sp,H,6,Ml,T,2,R,9
1632,Sp,H,6,Sn,B,1,L,10
1633,Sp,H,6,Sn,B,1,L,11
1634,Sp,H,6,Sn,B,1,L,12
1635,Sp,H,6,Sn,B,1,L,5
1636,Sp,H,6,Sn,B,1,L,6
1637,Sp,H,6,Sn,B,1,L,7
1638,Sp,H,6,Sn,B,1,L,8
1639,Sp,H,6,Sn,B,1,L,9
1640,Sp,H,6,Sn,B,1,R,1
1641,Sp,H,6,Sn,B,1,R,2
1642,Sp,H,6,Sn,B,1,R,3
1643,Sp,H,6,Sn,B,1,R,4
1644,Sp,H,6,Sn,B,2,L,1
1645,Sp,H,6,Sn,B,2,L,2
1646,Sp,H,6,Sn,B,2,L,3
1647,Sp,H,6,Sn,B,2,L,4
1648,Sp,H,6,Sn,B,2,R,10
1649,Sp,H,6,Sn,B,2,R,11
1650,Sp,H,6,Sn,B,2,R,12
1651,Sp,H,6,Sn,B,2,R,5
1652,Sp,H,6,Sn,B,2,R,6
1653,Sp,H,6,Sn,B,2,R,7
1654,Sp,H,6,Sn,B,2,R,8
1655,Sp,H,6,Sn,B,2,R,9
1656,Sp,H,6,Sn,T,1,L,10
1657,Sp,H,6,Sn,T,1,L,11
1658,Sp,H,6,Sn,T,1,L,12
1659,Sp,H,6,Sn,T,1,L,5
1660,Sp,H,6,Sn,T,1,L,6
1661,Sp,H,6,Sn,T,1,L,7
1662,Sp,H,6,Sn,T,1,L,8
1663,Sp,H,6,Sn,T,1,L,9
1664,Sp,H,6,Sn,T,1,R,1
1665,Sp,H,6,Sn,T,1,R,2
1666,Sp,H,6,Sn,T,1,R,3
1667,Sp,H,6,Sn,T,1,R,4
1668,Sp,H,6,Sn,T,2,L,1
1669,Sp,H,6,Sn,T,2,L,2
1670,Sp,H,6,Sn,T,2,L,3
1671,Sp,H,6,Sn,T,2,L,4
1672,Sp,H,6,Sn,T,2,R,10
1673,Sp,H,6,Sn,T,2,R,11
1674,Sp,H,6,Sn,T,2,R,12
1675,Sp,H,6,Sn,T,2,R,5
1676,Sp,H,6,Sn,T,2,R,6
1677,Sp,H,6,Sn,T,2,R,7
1678,Sp,H,6,Sn,T,2,R,8
1679,Sp,H,6,Sn,T,2,R,9
1680,Sp,H,7,Ml,B,1,L,10
1681,Sp,H,7,Ml,B,1,L,11
1682,Sp,H,7,Ml,B,1,L,12
1683,Sp,H,7,Ml,B,1,L,9
1684,Sp,H,7,Ml,B,1,R,1
1685,Sp,H,7,Ml,B,1,R,2
1686,Sp,H,7,Ml,B,1,R,3
1687,Sp,H,7,Ml,B,1,R,4
1688,Sp,H,7,Ml,B,1,R,5
1689,Sp,H,7,Ml,B,1,R,6
1690,Sp,H,7,Ml,B,1,R,7
1691,Sp,H,7,Ml,B,1,R,8
1692,Sp,H,7,Ml,B,2,L,1
1693,Sp,H,7,Ml,B,2,L,2
1694,Sp,H,7,Ml,B,2,L,3
1695,Sp,H,7,Ml,B,2,L,4
1696,Sp,H,7,Ml,B,2,L,5
1697,Sp,H,7,Ml,B,2,L,6
1698,Sp,H,7,Ml,B,2,L,7
1699,Sp,H,7,Ml,B,2,L,8
1700,Sp,H,7,Ml,B,2,R,10
1701,Sp,H,7,Ml,B,2,R,11
1702,Sp,H,7,Ml,B,2,R,12
1703,Sp,H,7,Ml,B,2,R,9
1704,Sp,H,7,Ml,T,1,L,10
1705,Sp,H,7,Ml,T,1,L,11
1706,Sp,H,7,Ml,T,1,L,12
1707,Sp,H,7,Ml,T,1,L,9
1708,Sp,H,7,Ml,T,1,R,1
1709,Sp,H,7,Ml,T,1,R,2
1710,Sp,H,7,Ml,T,1,R,3
1711,Sp,H,7,Ml,T,1,R,4
1712,Sp,H,7,Ml,T,1,R,5
1713,Sp,H,7,Ml,T,1,R,6
1714,Sp,H,7,Ml,T,1,R,7
1715,Sp,H,7,Ml,T,1,R,8
1716,Sp,H,7,Ml,T,2,L,1
1717,Sp,H,7,Ml,T,2,L,2
1718,Sp,H,7,Ml,T,2,L,3
1719,Sp,H,7,Ml,T,2,L,4
1720,Sp,H,7,Ml,T,2,L,5
1721,Sp,H,7,Ml,T,2,L,6
1722,Sp,H,7,Ml,T,2,L,7
1723,Sp,H,7,Ml,T,2,L,8
1724,Sp,H,7,Ml,T,2,R,10
1725,Sp,H,7,Ml,T,2,R,11
1726,Sp,H,7,Ml,T,2,R,12
1727,Sp,H,7,Ml,T,2,R,9
1728,Sp,H,7,Sn,B,1,L,1
1729,Sp,H,7,Sn,B,1,L,10
1730,Sp,H,7,Sn,B,1,L,11
1731,Sp,H,7,Sn,B,1,L,12
1732,Sp,H,7,Sn,B,1,L,2
1733,Sp,H,7,Sn,B,1,L,3
1734,Sp,H,7,Sn,B,1,L,4
1735,Sp,H,7,Sn,B,1,L,5
1736,Sp,H,7,Sn,B,1,L,6
1737,Sp,H,7,Sn,B,1,L,7
1738,Sp,H,7,Sn,B,1,L,8
1739,Sp,H,7,Sn,B,1,L,9
1740,Sp,H,7,Sn,B,2,R,1
1741,Sp,H,7,Sn,B,2,R,10
1742,Sp,H,7,Sn,B,2,R,11
1743,Sp,H,7,Sn,B,2,R,12
1744,Sp,H,7,Sn,B,2,R,2
1745,Sp,H,7,Sn,B,2,R,3
1746,Sp,H,7,Sn,B,2,R,4
1747,Sp,H,7,Sn,B,2,R,5
1748,Sp,H,7,Sn,B,2,R,6
1749,Sp,H,7,Sn,B,2,R,7
1750,Sp,H,7,Sn,B,2,R,8
1751,Sp,H,7,Sn,B,2,R,9
1752,Sp,H,7,Sn,T,1,L,1
1753,Sp,H,7,Sn,T,1,L,10
1754,Sp,H,7,Sn,T,1,L,11
1755,Sp,H,7,Sn,T,1,L,12
1756,Sp,H,7,Sn,T,1,L,2
1757,Sp,H,7,Sn,T,1,L,3
1758,Sp,H,7,Sn,T,1,L,4
1759,Sp,H,7,Sn,T,1,L,5
1760,Sp,H,7,Sn,T,1,L,6
1761,Sp,H,7,Sn,T,1,L,7
1762,Sp,H,7,Sn,T,1,L,8
1763,Sp,H,7,Sn,T,1,L,9
1764,Sp,H,7,Sn,T,2,R,1
1765,Sp,H,7,Sn,T,2,R,10
1766,Sp,H,7,Sn,T,2,R,11
1767,Sp,H,7,Sn,T,2,R,12
1768,Sp,H,7,Sn,T,2,R,2
1769,Sp,H,7,Sn,T,2,R,3
1770,Sp,H,7,Sn,T,2,R,4
1771,Sp,H,7,Sn,T,2,R,5
1772,Sp,H,7,Sn,T,2,R,6
1773,Sp,H,7,Sn,T,2,R,7
1774,Sp,H,7,Sn,T,2,R,8
1775,Sp,H,7,Sn,T,2,R,9
1776,Sp,H,8,Ml,B,1,L,5
1777,Sp,H,8,Ml,B,1,L,6
1778,Sp,H,8,Ml,B,1,L,7
1779,Sp,H,8,Ml,B,1,L,8
1780,Sp,H,8,Ml,B,1,R,1
1781,Sp,H,8,Ml,B,1,R,10
1782,Sp,H,8,Ml,B,1,R,11
1783,Sp,H,8,Ml,B,1,R,12
1784,Sp,H,8,Ml,B,1,R,2
1785,Sp,H,8,Ml,B,1,R,3
1786,Sp,H,8,Ml,B,1,R,4
1787,Sp,H,8,Ml,B,1,R,9
1788,Sp,H,8,Ml,B,2,L,1
1789,Sp,H,8,Ml,B,2,L,2
1790,Sp,H,8,Ml,B,2,L,3
1791,Sp,H,8,Ml,B,2,L,4
1792,Sp,H,8,Ml,B,2,R,10
1793,Sp,H,8,Ml,B,2,R,11
1794,Sp,H,8,Ml,B,2,R,12
1795,Sp,H,8,Ml,B,2,R,5
1796,Sp,H,8,Ml,B,2,R,6
1797,Sp,H,8,Ml,B,2,R,7
1798,Sp,H,8,Ml,B,2,R,8
1799,Sp,H,8,Ml,B,2,R,9
1800,Sp,H,8,Ml,T,1,L,5
1801,Sp,H,8,Ml,T,1,L,6
1802,Sp,H,8,Ml,T,1,L,7
1803,Sp,H,8,Ml,T,1,L,8
1804,Sp,H,8,Ml,T,1,R,1
1805,Sp,H,8,Ml,T,1,R,10
1806,Sp,H,8,Ml,T,1,R,11
1807,Sp,H,8,Ml,T,1,R,12
1808,Sp,H,8,Ml,T,1,R,2
1809,Sp,H,8,Ml,T,1,R,3
1810,Sp,H,8,Ml,T,1,R,4
1811,Sp,H,8,Ml,T,1,R,9
1812,Sp,H,8,Ml,T,2,L,1
1813,Sp,H,8,Ml,T,2,L,2
1814,Sp,H,8,Ml,T,2,L,3
1815,Sp,H,8,Ml,T,2,L,4
1816,Sp,H,8,Ml,T,2,R,10
1817,Sp,H,8,Ml,T,2,R,11
1818,Sp,H,8,Ml,T,2,R,12
1819,Sp,H,8,Ml,T,2,R,5
1820,Sp,H,8,Ml,T,2,R,6
1821,Sp,H,8,Ml,T,2,R,7
1822,Sp,H,8,Ml,T,2,R,8
1823,Sp,H,8,Ml,T,2,R,9
1824,Sp,H,8,Sn,B,1,L,10
1825,Sp,H,8,Sn,B,1,L,11
1826,Sp,H,8,Sn,B,1,L,12
1827,Sp,H,8,Sn,B,1,L,9
1828,Sp,H,8,Sn,B,1,R,1
1829,Sp,H,8,Sn,B,1,R,2
1830,Sp,H,8,Sn,B,1,R,3
1831,Sp,H,8,Sn,B,1,R,4
1832,Sp,H,8,Sn,B,1,R,5
1833,Sp,H,8,Sn,B,1,R,6
1834,Sp,H,8,Sn,B,1,R,7
1835,Sp,H,8,Sn,B,1,R,8
1836,Sp,H,8,Sn,B,2,L,10
1837,Sp,H,8,Sn,B,2,L,11
1838,Sp,H,8,Sn,B,2,L,12
1839,Sp,H,8,Sn,B,2,L,9
1840,Sp,H,8,Sn,B,2,R,1
1841,Sp,H,8,Sn,B,2,R,2
1842,Sp,H,8,Sn,B,2,R,3
1843,Sp,H,8,Sn,B,2,R,4
1844,Sp,H,8,Sn,B,2,R,5
1845,Sp,H,8,Sn,B,2,R,6
1846,Sp,H,8,Sn,B,2,R,7
1847,Sp,H,8,Sn,B,2,R,8
1848,Sp,H,8,Sn,T,1,L,10
1849,Sp,H,8,Sn,T,1,L,11
1850,Sp,H,8,Sn,T,1,L,12
1851,Sp,H,8,Sn,T,1,L,9
1852,Sp,H,8,Sn,T,1,R,1
1853,Sp,H,8,Sn,T,1,R,2
1854,Sp,H,8,Sn,T,1,R,3
1855,Sp,H,8,Sn,T,1,R,4
1856,Sp,H,8,Sn,T,1,R,5
1857,Sp,H,8,Sn,T,1,R,6
1858,Sp,H,8,Sn,T,1,R,7
1859,Sp,H,8,Sn,T,1,R,8
1860,Sp,H,8,Sn,T,2,L,10
1861,Sp,H,8,Sn,T,2,L,11
1862,Sp,H,8,Sn,T,2,L,12
1863,Sp,H,8,Sn,T,2,L,9
1864,Sp,H,8,Sn,T,2,R,1
1865,Sp,H,8,Sn,T,2,R,2
1866,Sp,H,8,Sn,T,2,R,3
1867,Sp,H,8,Sn,T,2,R,4
1868,Sp,H,8,Sn,T,2,R,5
1869,Sp,H,8,Sn,T,2,R,6
1870,Sp,H,8,Sn,T,2,R,7
1871,Sp,H,8,Sn,T,2,R,8
1872,Sp,H,9,Ml,B,1,L,1
1873,Sp,H,9,Ml,B,1,L,10
1874,Sp,H,9,Ml,B,1,L,11
1875,Sp,H,9,Ml,B,1,L,12
1876,Sp,H,9,Ml,B,1,L,2
1877,Sp,H,9,Ml,B,1,L,3
1878,Sp,H,9,Ml,B,1,L,4
1879,Sp,H,9,Ml,B,1,L,9
1880,Sp,H,9,Ml,B,1,R,5
1881,Sp,H,9,Ml,B,1,R,6
1882,Sp,H,9,Ml,B,1,R,7
1883,Sp,H,9,Ml,B,1,R,8
1884,Sp,H,9,Ml,B,2,L,5
1885,Sp,H,9,Ml,B,2,L,6
1886,Sp,H,9,Ml,B,2,L,7
1887,Sp,H,9,Ml,B,2,L,8
1888,Sp,H,9,Ml,B,2,R,1
1889,Sp,H,9,Ml,B,2,R,10
1890,Sp,H,9,Ml,B,2,R,11
1891,Sp,H,9,Ml,B,2,R,12
1892,Sp,H,9,Ml,B,2,R,2
1893,Sp,H,9,Ml,B,2,R,3
1894,Sp,H,9,Ml,B,2,R,4
1895,Sp,H,9,Ml,B,2,R,9
1896,Sp,H,9,Ml,T,1,L,1
1897,Sp,H,9,Ml,T,1,L,10
1898,Sp,H,9,Ml,T,1,L,11
1899,Sp,H,9,Ml,T,1,L,12
1900,Sp,H,9,Ml,T,1,L,2
1901,Sp,H,9,Ml,T,1,L,3
1902,Sp,H,9,Ml,T,1,L,4
1903,Sp,H,9,Ml,T,1,L,9
1904,Sp,H,9,Ml,T,1,R,5
1905,Sp,H,9,Ml,T,1,R,6
1906,Sp,H,9,Ml,T,1,R,7
1907,Sp,H,9,Ml,T,1,R,8
1908,Sp,H,9,Ml,T,2,L,5
1909,Sp,H,9,Ml,T,2,L,6
1910,Sp,H,9,Ml,T,2,L,7
1911,Sp,H,9,Ml,T,2,L,8
1912,Sp,H,9,Ml,T,2,R,1
1913,Sp,H,9,Ml,T,2,R,10
1914,Sp,H,9,Ml,T,2,R,11
1915,Sp,H,9,Ml,T,2,R,12
1916,Sp,H,9,Ml,T,2,R,2
1917,Sp,H,9,Ml,T,2,R,3
1918,Sp,H,9,Ml,T,2,R,4
1919,Sp,H,9,Ml,T,2,R,9
1920,Sp,H,9,Sn,B,1,L,5
1921,Sp,H,9,Sn,B,1,L,6
1922,Sp,H,9,Sn,B,1,L,7
1923,Sp,H,9,Sn,B,1,L,8
1924,Sp,H,9,Sn,B,1,R,1
1925,Sp,H,9,Sn,B,1,R,10
1926,Sp,H,9,Sn,B,1,R,11
1927,Sp,H,9,Sn,B,1,R,12
1928,Sp,H,9,Sn,B,1,R,2
1929,Sp,H,9,Sn,B,1,R,3
1930,Sp,H,9,Sn,B,1,R,4
1931,Sp,H,9,Sn,B,1,R,9
1932,Sp,H,9,Sn,B,2,L,10
1933,Sp,H,9,Sn,B,2,L,11
1934,Sp,H,9,Sn,B,2,L,12
1935,Sp,H,9,Sn,B,2,L,5
1936,Sp,H,9,Sn,B,2,L,6
1937,Sp,H,9,Sn,B,2,L,7
1938,Sp,H,9,Sn,B,2,L,8
1939,Sp,H,9,Sn,B,2,L,9
1940,Sp,H,9,Sn,B,2,R,1
1941,Sp,H,9,Sn,B,2,R,2
1942,Sp,H,9,Sn,B,2,R,3
1943,Sp,H,9,Sn,B,2,R,4
1944,Sp,H,9,Sn,T,1,L,5
1945,Sp,H,9,Sn,T,1,L,6
1946,Sp,H,9,Sn,T,1,L,7
1947,Sp,H,9,Sn,T,1,L,8
1948,Sp,H,9,Sn,T,1,R,1
1949,Sp,H,9,Sn,T,1,R,10
1950,Sp,H,9,Sn,T,1,R,11
1951,Sp,H,9,Sn,T,1,R,12
1952,Sp,H,9,Sn,T,1,R,2
1953,Sp,H,9,Sn,T,1,R,3
1954,Sp,H,9,Sn,T,1,R,4
1955,Sp,H,9,Sn,T,1,R,9
1956,Sp,H,9,Sn,T,2,L,10
1957,Sp,H,9,Sn,T,2,L,11
1958,Sp,H,9,Sn,T,2,L,12
1959,Sp,H,9,Sn,T,2,L,5
1960,Sp,H,9,Sn,T,2,L,6
1961,Sp,H,9,Sn,T,2,L,7
1962,Sp,H,9,Sn,T,2,L,8
1963,Sp,H,9,Sn,T,2,L,9
1964,Sp,H,9,Sn,T,2,R,1
1965,Sp,H,9,Sn,T,2,R,2
1966,Sp,H,9,Sn,T,2,R,3
1967,Sp,H,9,Sn,T,2,R,4
